,Unnamed: 0,season,opening_date,name,theatre,type,all_nominations,all_Wins,tony_best_musical_nom,tony_best_musical_winner,tony_best_revival_musical_nom,tony_best_revival_musical_winner,tony_best_play_nom,tony_best_play_winner,tony_best_revival_play_nom,tony_best_revival_play_winner,performances,previews,play,musical,revival,year
1223,1223,2014,2014-12-07,The Elephant Man,Booth Theatre,Play Revival,13,1,0,0,0,0,0,0,1,0,83,35,1,0,1,2014
1224,1224,2014,2014-12-29,The Temptations & The Four Tops On Broadway,Palace Theatre,Original,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,2014
1225,1225,2014,2015-01-13,Constellations,Samuel J. Friedman Theatre,Play One Act Original,5,1,0,0,0,0,0,0,0,0,76,29,1,0,0,2015
1226,1226,2014,2015-01-15,Honeymoon in Vegas,Nederlander Theatre,Musical Original,6,0,0,0,0,0,0,0,0,0,93,66,0,1,0,2015
1227,1227,2014,2015-03-05,Fish in the Dark,Cort Theatre,Original,0,0,0,0,0,0,0,0,0,0,173,33,1,0,0,2015
1228,1228,2014,2015-03-08,The Audience,Gerald Schoenfeld Theatre,Musical Original,14,5,0,0,0,0,0,0,0,0,114,22,0,1,0,2015
1229,1229,2014,2015-03-15,On the Twentieth Century,American Airlines Theatre,Musical Revival,26,3,0,0,1,0,0,0,0,0,144,33,0,1,1,2015
1230,1230,2014,2015-03-19,The Heidi Chronicles,Music Box Theatre,Revival,7,0,0,0,0,0,0,0,0,0,53,27,1,0,1,2015
1231,1231,2014,2015-04-02,Skylight,John Golden Theatre,Play Revival,12,1,0,0,0,0,0,0,1,1,85,21,1,0,1,2015
1232,1232,2014,2015-04-07,Hand to God,Booth Theatre,Play Original,8,1,0,0,0,0,1,0,0,0,311,26,1,0,0,2015
1233,1233,2014,2015-04-08,Gigi,Neil Simon Theatre,Comedy Revival,3,1,0,0,0,0,0,0,0,0,86,20,1,0,1,2015
1234,1234,2014,2015-04-09,Wolf Hall: Parts 1 & 2,Winter Garden Theatre,Original,23,1,0,0,0,0,1,0,0,0,103,21,1,0,0,2015
1235,1235,2014,2015-04-12,An American in Paris,Palace Theatre,Musical Original,41,18,1,0,0,0,0,0,0,0,623,29,0,1,0,2015
1236,1236,2014,2015-04-14,It Shoulda Been You,Brooks Atkinson Theatre,Musical Original,12,0,0,0,0,0,0,0,0,0,135,31,0,1,0,2015
1237,1237,2014,2015-04-15,Finding Neverland,Lunt-Fontanne Theatre,Musical Original,7,0,0,0,0,0,0,0,0,0,565,33,0,1,0,2015
1238,1238,2014,2015-04-16,The King and I,Vivian Beaumont Theater,Musical Revival,21,9,0,0,1,1,0,0,0,0,499,39,0,1,1,2015
1239,1239,2014,2015-04-19,Fun Home,Circle in the Square Theatre,Musical Original,33,9,1,1,0,0,0,0,0,0,583,26,0,1,0,2015
1240,1240,2014,2015-04-20,Living on Love,Longacre Theatre,Original,2,0,0,0,0,0,0,0,0,0,16,21,1,0,0,2015
1241,1241,2014,2015-04-21,Doctor Zhivago,Broadway Theatre,Original,2,0,0,0,0,0,0,0,0,0,23,26,1,0,0,2015
1242,1242,2014,2015-04-22,Something Rotten!,St. James Theatre,Musical Comedy Original,36,2,1,0,0,0,0,0,0,0,708,32,0,1,0,2015
1243,1243,2014,2015-04-23,The Visit,Lyceum Theatre,Drama Original,20,1,1,0,0,0,0,0,0,0,61,32,1,0,0,2015
1244,1244,2014,2015-04-23,Airline Highway,Samuel J. Friedman Theatre,Musical Original,8,1,0,0,0,0,0,0,0,0,53,25,0,1,0,2015
1245,1245,2015,2015-05-28,An Act of God,Studio 54,Comedy One Act Original,1,0,0,0,0,0,0,0,0,0,76,24,1,0,0,2015
1246,1246,2015,2015-07-12,Penn & Teller On Broadway,Marquis Theatre,Original,0,0,0,0,0,0,0,0,0,0,41,7,1,0,0,2015
1247,1247,2015,2015-07-16,Amazing Grace,Nederlander Theatre,Musical Original,0,0,0,0,0,0,0,0,0,0,116,24,0,1,0,2015
1248,1248,2015,2015-08-06,Hamilton,Richard Rodgers Theatre,Musical Original,46,27,1,1,0,0,0,0,0,0,2190,0,0,1,0,2015
1249,1249,2015,2015-09-27,Spring Awakening,Brooks Atkinson Theatre,Musical Revival,18,3,0,0,1,0,0,0,0,0,135,23,0,1,1,2015
1250,1250,2015,2015-10-06,Old Times,American Airlines Theatre,Musical Revival,0,0,0,0,0,0,0,0,0,0,64,21,0,1,1,2015
1251,1251,2015,2015-10-08,Fool For Love,Samuel J. Friedman Theatre,Play Drama Original,1,0,0,0,0,0,0,0,0,0,75,25,1,0,0,2015
1252,1252,2015,2015-10-14,The Gin Game,John Golden Theatre,Play Revival,1,0,0,0,0,0,0,0,0,0,92,23,1,0,1,2015
1253,1253,2015,2015-10-22,Dames at Sea,Helen Hayes Theatre,Original,9,0,0,0,0,0,0,0,0,0,85,32,1,0,0,2015
1254,1254,2015,2015-10-27,Sylvia,Cort Theatre,Comedy Original,1,0,0,0,0,0,0,0,0,0,79,27,1,0,0,2015
1255,1255,2015,2015-10-29,Thérèse Raquin,Studio 54,Musical Original,4,0,0,0,0,0,0,0,0,0,75,30,0,1,0,2015
1256,1256,2015,2015-11-01,King Charles III,Music Box Theatre,Play Revival,12,0,0,0,0,0,1,0,0,0,103,22,1,0,1,2015
1257,1257,2015,2015-11-05,On Your Feet!,Marquis Theatre,Musical Original,15,3,0,0,0,0,0,0,0,0,746,34,0,1,0,2015
1258,1258,2015,2015-11-08,Allegiance,Longacre Theatre,Musical Original,1,0,0,0,0,0,0,0,0,0,111,37,0,1,0,2015
1259,1259,2015,2015-11-10,Lord of the Dance: Dangerous Games,Lyric Theatre,Original,0,0,0,0,0,0,0,0,0,0,67,4,1,0,0,2015
1260,1260,2015,2015-11-12,A View from the Bridge,Lyceum Theatre,Play Revival,15,7,0,0,0,0,0,0,1,1,115,24,1,0,1,2015
1261,1261,2015,2015-11-15,Misery,Broadhurst Theatre,Original,2,0,0,0,0,0,0,0,0,0,102,27,1,0,0,2015
1262,1262,2015,2015-12-04,The Illusionists - Live On Broadway,Neil Simon Theatre,Original,0,0,0,0,0,0,0,0,0,0,64,0,1,0,0,2015
1263,1263,2015,2015-12-04,China Doll,Gerald Schoenfeld Theatre,Original,0,0,0,0,0,0,0,0,0,0,54,40,1,0,0,2015
1264,1264,2015,2015-12-06,School of Rock – The Musical,Winter Garden Theatre,Musical Original,13,0,1,0,0,0,0,0,0,0,1309,31,0,1,0,2015
1265,1265,2015,2015-12-10,The Color Purple,Bernard B. Jacobs Theatre,Musical Revival,16,8,0,0,1,1,0,0,0,0,450,33,0,1,1,2015
1266,1266,2015,2015-12-20,Fiddler on the Roof,Broadway Theatre,Musical Revival,11,3,0,0,1,0,0,0,0,0,431,34,0,1,1,2015
1267,1267,2015,2016-01-14,Noises Off,American Airlines Theatre,Farce Play Comedy Revival,8,0,0,0,0,0,0,0,1,0,67,31,1,0,1,2016
1268,1268,2015,2016-01-20,Our Mother's Brief Affair,Samuel J. Friedman Theatre,Musical Original,0,0,0,0,0,0,0,0,0,0,53,22,0,1,0,2016
1269,1269,2015,2016-02-18,The Humans,Gerald Schoenfeld Theatre,Play Drama Original,17,11,0,0,0,0,1,1,0,0,365,28,1,0,0,2016
1270,1270,2015,2016-02-25,Hughie,Booth Theatre,Play Revival,3,1,0,0,0,0,0,0,0,0,37,18,1,0,1,2016
1271,1271,2015,2016-03-06,Eclipsed,John Golden Theatre,Play Original,14,4,0,0,0,0,1,0,0,0,121,14,1,0,0,2016
1272,1272,2015,2016-03-08,Disaster!,Nederlander Theatre,Original,3,0,0,0,0,0,0,0,0,0,72,32,1,0,0,2016
1273,1273,2015,2016-03-10,Blackbird,Belasco Theatre,Original,6,0,0,0,0,0,0,0,1,0,108,37,1,0,0,2016
1274,1274,2015,2016-03-17,She Loves Me,Studio 54,Musical Revival,30,11,0,0,1,0,0,0,0,0,132,31,0,1,1,2016
1275,1275,2015,2016-03-24,Bright Star,Cort Theatre,Play Original,23,4,1,0,0,0,0,0,0,0,109,30,1,0,0,2016
1276,1276,2015,2016-03-31,The Crucible,Walter Kerr Theatre,Play Revival,11,2,0,0,0,0,0,0,1,0,125,32,1,0,1,2016
1277,1277,2015,2016-04-14,The Father,Samuel J. Friedman Theatre,Play Original,6,3,0,0,0,0,1,0,0,0,78,25,1,0,0,2016
1278,1278,2015,2016-04-21,American Psycho,Gerald Schoenfeld Theatre,Original,19,5,0,0,0,0,0,0,0,0,54,27,1,0,0,2016
1279,1279,2015,2016-04-24,Waitress,Brooks Atkinson Theatre,Musical Original,15,2,1,0,0,0,0,0,0,0,1537,33,0,1,0,2016
1280,1280,2015,2016-04-25,Fully Committed,Lyceum Theatre,Original,2,1,0,0,0,0,0,0,0,0,112,28,1,0,0,2016
1281,1281,2015,2016-04-26,Tuck Everlasting,Broadhurst Theatre,Original,8,1,0,0,0,0,0,0,0,0,39,28,1,0,0,2016
1282,1282,2015,2016-04-27,Long Day's Journey Into Night,American Airlines Theatre,Play Drama Revival,16,7,0,0,0,0,0,0,1,0,61,23,1,0,1,2016
1283,1283,2015,2016-04-28,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,Musical Original,25,8,1,0,0,0,0,0,0,0,100,38,0,1,0,2016
1284,1284,2016,2016-05-25,Cirque du Soleil Paramour,Lyric Theatre,Musical Original,0,0,0,0,0,0,0,0,0,0,366,31,0,1,0,2016
1285,1285,2016,2016-06-06,An Act of God,Booth Theatre,Comedy Revival,0,0,0,0,0,0,0,0,0,0,98,10,1,0,1,2016
1286,1286,2016,2016-06-12,The 70th Annual Tony Awards - 2016,Beacon Theatre,Revival,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2016
1287,1287,2016,2016-07-12,Motown The Musical,Nederlander Theatre,Musical Revival,0,0,0,0,0,0,0,0,0,0,24,0,0,1,1,2016
1288,1288,2016,2016-07-31,Cats,Neil Simon Theatre,Musical Revival,8,0,0,0,0,0,0,0,0,0,593,16,0,1,1,2016
1289,1289,2016,2016-09-12,Lewis Black: Black to the Future,Marquis Theatre,Special Original,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,2016
1290,1290,2016,2016-09-29,The Encounter,John Golden Theatre,Play One Act Original,5,3,0,0,0,0,0,0,0,0,117,11,1,0,0,2016
1291,1291,2016,2016-10-06,"Holiday Inn, The New Irving Berlin Musical",Studio 54,Original,10,2,0,0,0,0,0,0,0,0,117,38,1,0,0,2016
1292,1292,2016,2016-10-10,"Oh, Hello on Broadway",Lyceum Theatre,Play Original,0,0,0,0,0,0,0,0,0,0,120,18,1,0,0,2016
1293,1293,2016,2016-10-13,Heisenberg,Samuel J. Friedman Theatre,Original,1,0,0,0,0,0,0,0,0,0,67,26,1,0,0,2016
1294,1294,2016,2016-10-16,The Cherry Orchard,American Airlines Theatre,Revival,0,0,0,0,0,0,0,0,0,0,57,35,1,0,1,2016
1295,1295,2016,2016-10-20,The Front Page,Broadhurst Theatre,Play Revival,10,0,0,0,0,0,0,0,0,0,117,32,1,0,1,2016
1296,1296,2016,2016-10-21,Frankie Valli and the Four Seasons On Broadway,Lunt-Fontanne Theatre,Revival,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,2016
1297,1297,2016,2016-10-27,Falsettos,Walter Kerr Theatre,Musical Revival,13,0,0,0,1,0,0,0,0,0,84,30,0,1,1,2016
1298,1298,2016,2016-10-30,Les Liaisons Dangereuses,Booth Theatre,Revival,0,0,0,0,0,0,0,0,0,0,81,24,1,0,1,2016
1299,1299,2016,2016-11-02,Kristin Chenoweth: My Love Letter to Broadway,Lunt-Fontanne Theatre,Concert Original,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,2016
1300,1300,2016,2016-11-14,"Natasha, Pierre & The Great Comet of 1812",Imperial Theatre,Musical Original,27,13,1,0,0,0,0,0,0,0,336,32,0,1,0,2016
1301,1301,2016,2016-11-22,Alton Brown Live: Eat Your Science,Ethel Barrymore Theatre,Original,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,2016
1302,1302,2016,2016-11-25,The Illusionists — Turn of the Century,Palace Theatre,Theatrical Experience Original,0,0,0,0,0,0,0,0,0,0,57,0,1,0,0,2016
1303,1303,2016,2016-12-01,A Bronx Tale The Musical,Longacre Theatre,Musical Original,7,0,0,0,0,0,0,0,0,0,700,28,0,1,0,2016
1304,1304,2016,2016-12-04,Dear Evan Hansen,Music Box Theatre,Musical Original,12,8,1,1,0,0,0,0,0,0,1538,0,0,1,0,2016
1305,1305,2016,2016-12-11,In Transit,Circle in the Square Theatre,Original,0,0,0,0,0,0,0,0,0,0,145,36,1,0,0,2016
1306,1306,2016,2017-01-08,The Present,Ethel Barrymore Theatre,Play Original,3,0,0,0,0,0,0,0,0,0,81,22,1,0,0,2017
1307,1307,2016,2017-01-19,Jitney,Samuel J. Friedman Theatre,Drama Original,16,7,0,0,0,0,0,0,1,1,62,21,1,0,0,2017
1308,1308,2016,2017-02-09,Sunset Boulevard,Palace Theatre,Musical Revival,4,1,0,0,0,0,0,0,0,0,138,7,0,1,1,2017
1309,1309,2016,2017-02-23,Sunday in the Park with George,Hudson Theatre,Musical Revival,0,0,0,0,0,0,0,0,0,0,61,11,0,1,1,2017
1310,1310,2016,2017-03-02,Significant Other,Booth Theatre,Play Original,1,0,0,0,0,0,0,0,0,0,61,18,1,0,0,2017
1311,1311,2016,2017-03-09,The Glass Menagerie,Belasco Theatre,Drama Revival,3,0,0,0,0,0,0,0,0,0,85,31,1,0,1,2017
1312,1312,2016,2017-03-12,Come From Away,Gerald Schoenfeld Theatre,Musical One Act Original,26,9,1,0,0,0,0,0,0,0,1518,0,0,1,0,2017
1313,1313,2016,2017-03-16,The Price,American Airlines Theatre,Play Revival,6,2,0,0,0,0,0,0,0,0,69,31,1,0,1,2017
1314,1314,2016,2017-03-23,Miss Saigon,Broadway Theatre,Musical Revival,8,2,0,0,1,0,0,0,0,0,340,24,0,1,1,2017
1315,1315,2016,2017-03-26,Sweat,Studio 54,Play Original,12,2,0,0,0,0,1,0,0,0,105,24,1,0,0,2017
1316,1316,2016,2017-04-02,The Play That Goes Wrong,Lyceum Theatre,Play Original,4,2,0,0,0,0,0,0,0,0,737,27,1,0,0,2017
1317,1317,2016,2017-04-03,"Amélie, A New Musical",Walter Kerr Theatre,Musical Original,1,0,0,0,0,0,0,0,0,0,56,27,0,1,0,2017
1318,1318,2016,2017-04-05,Present Laughter,St. James Theatre,Revival,12,4,0,0,0,0,0,0,1,0,101,28,1,0,1,2017
1319,1319,2016,2017-04-06,War Paint,Nederlander Theatre,Musical Original,16,3,0,0,0,0,0,0,0,0,236,33,0,1,0,2017
1320,1320,2016,2017-04-13,Oslo,Vivian Beaumont Theater,Play Original,16,6,0,0,0,0,1,1,0,0,109,23,1,0,0,2017
1321,1321,2016,2017-04-17,Groundhog Day,August Wilson Theatre,Musical Original,17,3,1,0,0,0,0,0,0,0,176,31,0,1,0,2017
1322,1322,2016,2017-04-18,Indecent,Cort Theatre,Play Original,13,5,0,0,0,0,1,0,0,0,128,15,1,0,0,2017
1323,1323,2016,2017-04-19,The Little Foxes,Samuel J. Friedman Theatre,Drama Revival,22,7,0,0,0,0,0,0,1,0,87,22,1,0,1,2017
1324,1324,2016,2017-04-20,"Hello, Dolly!",Sam S. Shubert Theatre,Musical Revival,35,14,0,0,1,1,0,0,0,0,550,34,0,1,1,2017
1325,1325,2016,2017-04-23,Charlie and the Chocolate Factory,Lunt-Fontanne Theatre,Musical Original,4,1,0,0,0,0,0,0,0,0,305,27,0,1,0,2017
1326,1326,2016,2017-04-24,Anastasia,Broadhurst Theatre,Musical Original,28,3,0,0,0,0,0,0,0,0,808,34,0,1,0,2017
1327,1327,2016,2017-04-25,Six Degrees of Separation,Ethel Barrymore Theatre,Revival,6,0,0,0,0,0,0,0,1,0,63,21,1,0,1,2017
1328,1328,2016,2017-04-26,Bandstand,Bernard B. Jacobs Theatre,Original,20,4,0,0,0,0,0,0,0,0,166,24,1,0,0,2017
1329,1329,2017,2017-06-22,1984,Hudson Theatre,Play Original,4,0,0,0,0,0,0,0,0,0,125,38,1,0,0,2017
1330,1330,2017,2017-06-29,Marvin's Room,American Airlines Theatre,Play Original,0,0,0,0,0,0,0,0,0,0,68,23,1,0,0,2017
1331,1331,2017,2017-08-10,Michael Moore: The Terms of My Surrender,Belasco Theatre,Play Original,0,0,0,0,0,0,0,0,0,0,83,13,1,0,0,2017
1332,1332,2017,2017-08-24,Prince of Broadway,Samuel J. Friedman Theatre,Musical Original,9,1,0,0,0,0,0,0,0,0,76,23,0,1,0,2017
1333,1333,2017,2017-10-10,Time and the Conways,American Airlines Theatre,Play Revival,1,0,0,0,0,0,0,0,0,0,56,27,1,0,1,2017
1334,1334,2017,2017-10-12,Springsteen On Broadway,Walter Kerr Theatre,Concert Original,0,0,0,0,0,0,0,0,0,0,229,7,1,0,0,2017
1335,1335,2017,2017-10-26,M. Butterfly,Cort Theatre,Revival,0,0,0,0,0,0,0,0,0,0,61,19,1,0,1,2017
1336,1336,2017,2017-11-02,Junk,Vivian Beaumont Theater,Play Original,3,0,0,0,0,0,1,0,0,0,77,30,1,0,0,2017
1337,1337,2017,2017-11-09,The Band's Visit,Ethel Barrymore Theatre,Musical Original,18,14,1,1,0,0,0,0,0,0,556,36,0,1,0,2017
1338,1338,2017,2017-11-15,Latin History for Morons,Studio 54,One Act Original,1,0,0,0,0,0,1,0,0,0,83,20,1,0,0,2017
1339,1339,2017,2017-11-21,Home for the Holidays,August Wilson Theatre,Original,0,0,0,0,0,0,0,0,0,0,47,6,1,0,0,2017
1340,1340,2017,2017-11-29,Meteor Shower,Booth Theatre,Play Revival,4,0,0,0,0,0,0,0,0,0,61,33,1,0,1,2017
1341,1341,2017,2017-11-30,The Parisian Woman,Hudson Theatre,Play Original,0,0,0,0,0,0,0,0,0,0,116,25,1,0,0,2017
1342,1342,2017,2017-12-03,Once On This Island,Circle in the Square Theatre,Musical Revival,28,3,0,0,1,1,0,0,0,0,457,29,0,1,1,2017
1343,1343,2017,2017-12-04,"SpongeBob SquarePants, The Broadway Musical",Palace Theatre,Original,39,12,1,0,0,0,0,0,0,0,327,29,1,0,0,2017
1344,1344,2017,2017-12-12,The Children,Samuel J. Friedman Theatre,Original,3,0,0,0,0,0,1,0,0,0,63,15,1,0,0,2017
1345,1345,2017,2017-12-17,Farinelli and the King,Belasco Theatre,Play Original,12,1,0,0,0,0,1,0,0,0,111,14,1,0,0,2017
1346,1346,2017,2018-01-11,John Lithgow: Stories By Heart,American Airlines Theatre,Play Original,1,0,0,0,0,0,0,0,0,0,61,21,1,0,0,2018
1347,1347,2017,2018-03-15,Escape to Margaritaville,Marquis Theatre,Musical Original,1,0,0,0,0,0,0,0,0,0,124,29,0,1,0,2018
1348,1348,2017,2018-03-22,Frozen,St. James Theatre,Original,8,0,0,0,0,0,0,0,0,0,825,26,1,0,0,2018
1349,1349,2017,2018-03-25,Angels in America: Millennium Approaches,Neil Simon Theatre,Play Revival,0,0,0,0,0,0,0,0,0,0,15,0,1,0,1,2018
1350,1350,2017,2018-03-25,Angels in America: A Gay Fantasia on National Themes,Neil Simon Theatre,Play Revival,30,12,0,0,0,0,0,0,1,1,113,26,1,0,1,2018
1351,1351,2017,2018-03-25,Angels in America: Perestroika,Neil Simon Theatre,Play Revival,0,0,0,0,0,0,0,0,0,0,15,0,1,0,1,2018
1352,1352,2017,2018-03-26,Lobby Hero,Helen Hayes Theater,Play Original,8,0,0,0,0,0,0,0,1,0,56,30,1,0,0,2018
1353,1353,2017,2018-03-27,Rocktopia,Broadway Theatre,Original,0,0,0,0,0,0,0,0,0,0,40,8,1,0,0,2018
1354,1354,2017,2018-03-29,Three Tall Women,John Golden Theatre,Play Original,22,7,0,0,0,0,0,0,1,0,102,30,1,0,0,2018
1355,1355,2017,2018-04-08,Mean Girls,August Wilson Theatre,Musical Original,10,0,0,0,0,0,0,0,0,0,804,21,0,1,0,2018
1356,1356,2017,2018-04-11,Children of a Lesser God,Studio 54,Play Drama Revival,6,1,0,0,0,0,0,0,0,0,54,23,1,0,1,2018
1357,1357,2017,2018-04-12,Carousel,Imperial Theatre,Musical Revival,39,11,0,0,1,0,0,0,0,0,181,47,0,1,1,2018
1358,1358,2017,2018-04-19,My Fair Lady,Vivian Beaumont Theater,Revival,30,10,0,0,1,0,0,0,0,0,509,39,1,0,1,2018
1359,1359,2017,2018-04-22,Harry Potter and the Cursed Child,Lyric Theatre,Play Original,17,11,0,0,0,0,0,0,0,0,963,0,1,0,0,2018
1360,1360,2017,2018-04-23,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,Original,9,2,0,0,0,0,0,0,0,0,288,27,1,0,0,2018
1361,1361,2017,2018-04-24,Travesties,American Airlines Theatre,Revival,11,0,0,0,0,0,0,0,1,0,63,27,1,0,1,2018
1362,1362,2017,2018-04-25,Saint Joan,Samuel J. Friedman Theatre,Play Revival,3,0,0,0,0,0,0,0,0,0,55,24,1,0,1,2018
1363,1363,2018,2018-05-31,The Boys in the Band,Booth Theatre,Play Original,3,1,0,0,0,0,0,0,1,1,84,35,1,0,0,2018
1364,1364,2018,2018-07-23,Straight White Men,Helen Hayes Theater,Play Original,1,0,0,0,0,0,0,0,0,0,56,24,1,0,0,2018
1365,1365,2018,2018-07-26,Head Over Heels,Hudson Theatre,Musical Original,7,1,0,0,0,0,0,0,0,0,164,36,0,1,0,2018
1366,1366,2018,2018-08-13,Gettin' the Band Back Together,Belasco Theatre,Musical Revival,0,0,0,0,0,0,0,0,0,0,40,30,0,1,1,2018
1367,1367,2018,2018-08-16,Pretty Woman: The Musical,Nederlander Theatre,Musical Original,0,0,0,0,0,0,0,0,0,0,420,27,0,1,0,2018
1368,1368,2018,2018-09-25,Bernhardt/Hamlet,American Airlines Theatre,Original,5,1,0,0,0,0,0,0,0,0,63,26,1,0,0,2018
1369,1369,2018,2018-09-27,The Nap,Samuel J. Friedman Theatre,Play Original,0,0,0,0,0,0,0,0,0,0,53,25,1,0,0,2018
1370,1370,2018,2018-10-18,The Lifespan of a Fact,Studio 54,Play Original,1,1,0,0,0,0,0,0,0,0,101,32,1,0,0,2018
1371,1371,2018,2018-10-21,The Ferryman,Bernard B. Jacobs Theatre,Play Original,24,15,0,0,0,0,1,1,0,0,296,20,1,0,0,2018
1372,1372,2018,2018-10-25,The Waverly Gallery,John Golden Theatre,Original,10,5,0,0,0,0,0,0,1,0,109,18,1,0,0,2018
1373,1373,2018,2018-11-01,Torch Song,Helen Hayes Theater,Play Revival,3,0,0,0,0,0,0,0,1,0,77,26,1,0,1,2018
1374,1374,2018,2018-11-04,American Son,Booth Theatre,Play Original,1,0,0,0,0,0,0,0,0,0,97,33,1,0,0,2018
1375,1375,2018,2018-11-08,King Kong,Broadway Theatre,Musical Original,13,7,0,0,0,0,0,0,0,0,322,29,0,1,0,2018
1376,1376,2018,2018-11-11,Mike Birbiglia's The New One,Cort Theatre,Original,2,2,0,0,0,0,0,0,0,0,81,18,1,0,0,2018
1377,1377,2018,2018-11-15,The Prom,Longacre Theatre,Musical Original,22,1,1,0,0,0,0,0,0,0,309,23,0,1,0,2018
1378,1378,2018,2018-11-23,The Illusionists – Magic Of The Holidays,Marquis Theatre,Original,0,0,0,0,0,0,0,0,0,0,56,0,1,0,0,2018
1379,1379,2018,2018-11-26,Celebrity Autobiography,Marquis Theatre,Original,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2018
1380,1380,2018,2018-12-03,The Cher Show,Neil Simon Theatre,Musical Original,15,9,0,0,0,0,0,0,0,0,295,34,0,1,0,2018
1381,1381,2018,2018-12-06,Network,Belasco Theatre,Original,12,3,0,0,0,0,0,0,0,0,184,28,1,0,0,2018
1382,1382,2018,2018-12-11,Ruben & Clay's First Annual Christmas Carol Family Fun Pageant Spectacular Reunion Show,Imperial Theatre,Concert Original,0,0,0,0,0,0,0,0,0,0,24,6,1,0,0,2018
1383,1383,2018,2018-12-13,To Kill A Mockingbird,Sam S. Shubert Theatre,Original,5,2,0,0,0,0,0,0,0,0,626,45,1,0,0,2018
1384,1384,2018,2019-01-08,Choir Boy,Samuel J. Friedman Theatre,Play with Music Original,14,4,0,0,0,0,1,0,0,0,72,31,1,0,0,2019
1385,1385,2018,2019-01-24,True West,American Airlines Theatre,Play Revival,1,0,0,0,0,0,0,0,0,0,61,30,1,0,1,2019
1386,1386,2018,2019-02-11,Dream Big: Rudy Ruettiger Live on Broadway,Samuel J. Friedman Theatre,Original,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,2019
1387,1387,2018,2019-03-10,Be More Chill,Lyceum Theatre,Musical Original,14,0,0,0,0,0,0,0,0,0,168,23,0,1,0,2019
1388,1388,2018,2019-03-14,"Kiss Me, Kate",Studio 54,Musical Revival,18,4,0,0,1,0,0,0,0,0,125,30,0,1,1,2019
1389,1389,2018,2019-03-21,Ain't Too Proud—The Life and Times of the Temptations,Imperial Theatre,Musical Original,8,2,0,0,0,0,0,0,0,0,488,21,0,1,0,2019
1390,1390,2018,2019-03-31,What the Constitution Means to Me,Helen Hayes Theater,One Act Original,8,1,0,0,0,0,1,0,0,0,164,20,1,0,0,2019
1391,1391,2018,2019-04-04,King Lear,Cort Theatre,Play Revival,5,0,0,0,0,0,0,0,0,0,76,34,1,0,1,2019
1392,1392,2018,2019-04-07,Oklahoma!,Circle in the Square Theatre,Musical Revival,16,4,0,0,0,0,0,0,0,0,328,22,0,1,1,2019
1393,1393,2018,2019-04-16,Burn This,Hudson Theatre,Revival,7,0,0,0,0,0,0,0,1,0,102,33,1,0,1,2019
1394,1394,2018,2019-04-17,Hadestown,Walter Kerr Theatre,Musical Original,21,12,0,0,0,0,0,0,0,0,660,0,0,1,0,2019
1395,1395,2018,2019-04-18,Hillary and Clinton,John Golden Theatre,Original,3,0,0,0,0,0,0,0,0,0,77,37,1,0,0,2019
1396,1396,2018,2019-04-21,Gary: A Sequel to Titus Andronicus,Booth Theatre,Original,10,0,0,0,0,0,1,0,0,0,65,45,1,0,0,2019
1397,1397,2018,2019-04-22,All My Sons,American Airlines Theatre,Play Revival,13,2,0,0,0,0,0,0,1,0,80,19,1,0,1,2019
1398,1398,2018,2019-04-23,Tootsie,Marquis Theatre,Original,8,1,0,0,0,0,0,0,0,0,293,25,1,0,0,2019
1399,1399,2018,2019-04-24,Ink,Samuel J. Friedman Theatre,Original,12,2,0,0,0,0,1,0,0,0,87,24,1,0,0,2019
1400,1400,2019,2019-05-02,Morrissey,Lunt-Fontanne Theatre,Original,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,2019
1401,1401,2019,2019-05-28,Pure Yanni,Lunt-Fontanne Theatre,Original,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,2019
1402,1402,2019,2019-05-30,Frankie and Johnny in the Clair de Lune,Broadhurst Theatre,Revival,2,0,0,0,0,0,0,0,1,0,69,26,1,0,1,2019
1403,1403,2019,2019-06-17,Mel Brooks on Broadway,Lunt-Fontanne Theatre,One Act Original,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2019
1404,1404,2019,2019-06-20,Regina Spektor: Live on Broadway,Lunt-Fontanne Theatre,Original,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,2019
1405,1405,2019,2019-07-02,Criss Angel Raw — The Mindfreak Unplugged,Lunt-Fontanne Theatre,Original,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,2019
1406,1406,2019,2019-07-09,Dave Chappelle Live on Broadway,Lunt-Fontanne Theatre,Original,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,2019
1407,1407,2019,2019-07-25,Moulin Rouge! The Musical,Al Hirschfeld Theatre,Original,21,14,1,1,0,0,0,0,0,0,513,0,1,0,0,2019
