,Unnamed: 0,season,opening_date,name,theatre,type,all_nominations,all_Wins,tony_best_musical_nom,tony_best_musical_winner,tony_best_revival_musical_nom,tony_best_revival_musical_winner,tony_best_play_nom,tony_best_play_winner,tony_best_revival_play_nom,tony_best_revival_play_winner,performances,previews,play,musical,revival,year
1036,1036,2010,2010-11-14,Elf,Al Hirschfeld Theatre,Original,1,0,0,0,0,0,0,0,0,0,57,15,1,0,0,2010
1037,1037,2010,2010-11-18,A Free Man of Color,Vivian Beaumont Theater,Original,1,0,0,0,0,0,0,0,0,0,61,29,1,0,0,2010
1038,1038,2010,2010-11-21,Elling,Ethel Barrymore Theatre,Original,0,0,0,0,0,0,0,0,0,0,9,22,1,0,0,2010
1039,1039,2010,2010-12-09,Donny & Marie - A Broadway Christmas,Marquis Theatre,Original,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,2010
1040,1040,2010,2011-01-13,The Importance of Being Earnest,American Airlines Theatre,Revival,11,3,0,0,0,0,0,0,1,0,189,30,1,0,1,2011
1041,1041,2010,2011-03-03,Good People,Samuel J. Friedman Theatre,Original,11,4,0,0,0,0,1,0,0,0,101,27,1,0,0,2011
1042,1042,2010,2011-03-06,That Championship Season,Bernard B. Jacobs Theatre,Revival,0,0,0,0,0,0,0,0,0,0,97,28,1,0,1,2011
1043,1043,2010,2011-03-11,Kathy Griffin Wants a Tony,Belasco Theatre,Original,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,2011
1044,1044,2010,2011-03-17,Arcadia,Ethel Barrymore Theatre,Play Revival,5,1,0,0,0,0,0,0,1,0,108,20,1,0,1,2011
1045,1045,2010,2011-03-20,Priscilla Queen of the Desert,Palace Theatre,Original,14,4,0,0,0,0,0,0,0,0,526,23,1,0,0,2011
1046,1046,2010,2011-03-22,Ghetto Klown,Lyceum Theatre,Solo Original,2,2,0,0,0,0,0,0,0,0,95,25,1,0,0,2011
1047,1047,2010,2011-03-24,The Book of Mormon,Eugene O'Neill Theatre,Musical Original,36,20,1,1,0,0,0,0,0,0,3975,0,0,1,0,2011
1048,1048,2010,2011-03-27,How to Succeed in Business Without Really Trying,Al Hirschfeld Theatre,Musical Revival,25,4,0,0,1,0,0,0,0,0,473,30,0,1,1,2011
1049,1049,2010,2011-03-31,Bengal Tiger at the Baghdad Zoo,Richard Rodgers Theatre,Comedy Original,14,3,0,0,0,0,0,0,0,0,108,23,1,0,0,2011
1050,1050,2010,2011-04-07,Anything Goes,Stephen Sondheim Theatre,Revival,33,14,0,0,1,1,0,0,0,0,521,32,1,0,1,2011
1051,1051,2010,2011-04-10,Catch Me If You Can,Neil Simon Theatre,Original,20,3,1,0,0,0,0,0,0,0,166,32,1,0,0,2011
1052,1052,2010,2011-04-11,The Motherf**ker With the Hat,Gerald Schoenfeld Theatre,Original,17,3,0,0,0,0,1,0,0,0,112,28,1,0,0,2011
1053,1053,2010,2011-04-14,War Horse,Vivian Beaumont Theater,Original,16,14,0,0,0,0,1,1,0,0,718,33,1,0,0,2011
1054,1054,2010,2011-04-17,Wonderland,Marquis Theatre,Musical Original,1,0,0,0,0,0,0,0,0,0,33,30,0,1,0,2011
1055,1055,2010,2011-04-19,High,Booth Theatre,Drama Original,1,0,0,0,0,0,0,0,0,0,7,29,1,0,0,2011
1056,1056,2010,2011-04-20,Sister Act,Broadway Theatre,Original,23,1,1,0,0,0,0,0,0,0,561,28,1,0,0,2011
1057,1057,2010,2011-04-21,Jerusalem,Music Box Theatre,Original,10,3,0,0,0,0,1,0,0,0,141,21,1,0,0,2011
1058,1058,2010,2011-04-24,Born Yesterday,Cort Theatre,Revival,7,1,0,0,0,0,0,0,0,0,73,28,1,0,1,2011
1059,1059,2010,2011-04-25,The House of Blue Leaves,Walter Kerr Theatre,Revival,7,2,0,0,0,0,0,0,0,0,72,21,1,0,1,2011
1060,1060,2010,2011-04-27,Baby It's You!,Broadhurst Theatre,Original,4,0,0,0,0,0,0,0,0,0,151,33,1,0,0,2011
1061,1061,2010,2011-04-27,The Normal Heart,John Golden Theatre,Original,15,12,0,0,0,0,0,0,1,1,86,10,1,0,0,2011
1062,1062,2010,2011-04-28,The People in the Picture,Studio 54,Original,6,0,0,0,0,0,0,0,0,0,60,30,1,0,0,2011
1063,1063,2011,2011-06-06,Camelot,Sam S. Shubert Theatre,Revival,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2011
1064,1064,2011,2011-06-12,The 65th Annual Tony Awards - 2011,Beacon Theatre,Original,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2011
1065,1065,2011,2011-06-14,Spider-Man Turn Off the Dark,Foxwoods Theatre,Original,8,2,0,0,0,0,0,0,0,0,1066,182,1,0,0,2011
1066,1066,2011,2011-07-07,Master Class,Samuel J. Friedman Theatre,Revival,2,0,0,0,0,0,0,0,1,0,67,26,1,0,1,2011
1067,1067,2011,2011-07-13,Hair,St. James Theatre,Musical Revival,0,0,0,0,0,0,0,0,0,0,67,11,0,1,1,2011
1068,1068,2011,2011-09-12,Follies,Marquis Theatre,Musical Revival,26,7,0,0,1,0,0,0,0,0,152,38,0,1,1,2011
1069,1069,2011,2011-09-19,8,Eugene O'Neill Theatre,Original,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2011
1070,1070,2011,2011-10-09,Man and Boy,American Airlines Theatre,Revival,1,0,0,0,0,0,0,0,0,0,57,35,1,0,1,2011
1071,1071,2011,2011-10-13,The Mountaintop,Bernard B. Jacobs Theatre,Play Original,1,0,0,0,0,0,0,0,0,0,117,24,1,0,0,2011
1072,1072,2011,2011-10-20,Talking Cure,Brooks Atkinson Theatre,One Act Original,0,0,0,0,0,0,0,0,0,0,117,35,1,0,0,2011
1073,1073,2011,2011-10-20,George is Dead,Brooks Atkinson Theatre,One Act Original,0,0,0,0,0,0,0,0,0,0,117,35,1,0,0,2011
1074,1074,2011,2011-10-20,Honeymoon Motel,Brooks Atkinson Theatre,One Act Original,0,0,0,0,0,0,0,0,0,0,117,35,1,0,0,2011
1075,1075,2011,2011-10-20,Relatively Speaking,Brooks Atkinson Theatre,Original,0,0,0,0,0,0,0,0,0,0,117,35,1,0,0,2011
1076,1076,2011,2011-10-27,Chinglish,Longacre Theatre,Original,4,1,0,0,0,0,0,0,0,0,109,19,1,0,0,2011
1077,1077,2011,2011-11-03,Other Desert Cities,Booth Theatre,Original,8,3,0,0,0,0,1,0,0,0,261,25,1,0,0,2011
1078,1078,2011,2011-11-07,Godspell,Circle in the Square Theatre,Musical Revival,0,0,0,0,0,0,0,0,0,0,264,30,0,1,1,2011
1079,1079,2011,2011-11-08,Venus in Fur,Samuel J. Friedman Theatre,Original,4,1,0,0,0,0,1,0,0,0,191,37,1,0,0,2011
1080,1080,2011,2011-11-10,"Hugh Jackman, Back on Broadway",Broadhurst Theatre,Original,1,0,0,0,0,0,0,0,0,0,61,18,1,0,0,2011
1081,1081,2011,2011-11-17,Private Lives,Music Box Theatre,Comedy Revival,1,0,0,0,0,0,0,0,0,0,53,12,1,0,1,2011
1082,1082,2011,2011-11-20,Seminar,John Golden Theatre,Original,3,1,0,0,0,0,0,0,0,0,191,25,1,0,0,2011
1083,1083,2011,2011-11-21,An Evening with Patti LuPone and Mandy Patinkin,Ethel Barrymore Theatre,Original,0,0,0,0,0,0,0,0,0,0,57,6,1,0,0,2011
1084,1084,2011,2011-11-30,The Visit,Ambassador Theatre,Drama Revival,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2011
1085,1085,2011,2011-12-01,Bonnie & Clyde,Gerald Schoenfeld Theatre,Original,11,1,0,0,0,0,0,0,0,0,36,33,1,0,0,2011
1086,1086,2011,2011-12-05,She Loves Me,Stephen Sondheim Theatre,Musical Revival,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,2011
1087,1087,2011,2011-12-08,Stick Fly,Cort Theatre,Original,2,0,0,0,0,0,0,0,0,0,93,24,1,0,0,2011
1088,1088,2011,2011-12-11,On a Clear Day You Can See Forever,St. James Theatre,Musical Revival,3,1,0,0,0,0,0,0,0,0,57,29,0,1,1,2011
1089,1089,2011,2011-12-14,Lysistrata Jones,Walter Kerr Theatre,Original,4,0,0,0,0,0,0,0,0,0,30,34,1,0,0,2011
1090,1090,2011,2012-01-12,Porgy and Bess,Richard Rodgers Theatre,Revival,24,9,0,0,1,1,0,0,0,0,293,28,1,0,1,2012
1091,1091,2011,2012-01-17,The Road to Mecca,American Airlines Theatre,Original,2,0,0,0,0,0,0,0,0,0,56,34,1,0,0,2012
1092,1092,2011,2012-01-26,Wit,Samuel J. Friedman Theatre,Original,3,0,0,0,0,0,0,0,1,0,60,24,1,0,0,2012
1093,1093,2011,2012-02-16,Shatner's World: We Just Live in It,Music Box Theatre,Original,0,0,0,0,0,0,0,0,0,0,17,2,1,0,0,2012
1094,1094,2011,2012-03-15,Death of a Salesman,Ethel Barrymore Theatre,Play Drama Revival,19,8,0,0,0,0,0,0,1,1,78,30,1,0,1,2012
1095,1095,2011,2012-03-18,Once,Bernard B. Jacobs Theatre,Musical Original,27,17,1,1,0,0,0,0,0,0,1168,23,0,1,0,2012
1096,1096,2011,2012-03-22,Jesus Christ Superstar,Neil Simon Theatre,Musical Revival,6,1,0,0,1,0,0,0,0,0,116,24,0,1,1,2012
1097,1097,2011,2012-03-29,Newsies,Nederlander Theatre,Original,29,6,1,0,0,0,0,0,0,0,1004,16,1,0,0,2012
1098,1098,2011,2012-04-01,The Best Man,Gerald Schoenfeld Theatre,Play Revival,9,2,0,0,0,0,0,0,1,0,185,31,1,0,1,2012
1099,1099,2011,2012-04-02,End of the Rainbow,Belasco Theatre,Original,6,3,0,0,0,0,0,0,0,0,160,16,1,0,0,2012
1100,1100,2011,2012-04-05,Evita,Marquis Theatre,Musical Revival,19,0,0,0,1,0,0,0,0,0,337,26,0,1,1,2012
1101,1101,2011,2012-04-11,Magic/Bird,Longacre Theatre,Original,0,0,0,0,0,0,0,0,0,0,37,24,1,0,0,2012
1102,1102,2011,2012-04-15,Peter and the Starcatcher,Brooks Atkinson Theatre,Play Original,10,5,0,0,0,0,1,0,0,0,319,18,1,0,0,2012
1103,1103,2011,2012-04-18,"One Man, Two Guvnors",Music Box Theatre,Original,15,7,0,0,0,0,0,0,0,0,159,13,1,0,0,2012
1104,1104,2011,2012-04-19,Clybourne Park,Walter Kerr Theatre,Original,7,3,0,0,0,0,1,1,0,0,157,27,1,0,0,2012
1105,1105,2011,2012-04-22,A Streetcar Named Desire,Broadhurst Theatre,Revival,3,0,0,0,0,0,0,0,0,0,105,23,1,0,1,2012
1106,1106,2011,2012-04-23,Ghost The Musical,Lunt-Fontanne Theatre,Original,7,2,0,0,0,0,0,0,0,0,136,39,1,0,0,2012
1107,1107,2011,2012-04-23,The Lyons,Cort Theatre,Original,7,0,0,0,0,0,0,0,0,0,80,21,1,0,0,2012
1108,1108,2011,2012-04-24,Nice Work If You Can Get It,Imperial Theatre,Original,33,7,1,0,0,0,0,0,0,0,478,27,1,0,0,2012
1109,1109,2011,2012-04-25,The Columnist,Samuel J. Friedman Theatre,Original,2,0,0,0,0,0,0,0,0,0,86,23,1,0,0,2012
1110,1110,2011,2012-04-26,Don't Dress For Dinner,American Airlines Theatre,Original,4,1,0,0,0,0,0,0,0,0,61,32,1,0,0,2012
1111,1111,2011,2012-04-26,Leap of Faith,St. James Theatre,Original,12,1,1,0,0,0,0,0,0,0,19,25,1,0,0,2012
1112,1112,2012,2012-06-10,The 66th Annual Tony Awards - 2012,Beacon Theatre,Original,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2012
1113,1113,2012,2012-06-11,Oliver!,Sam S. Shubert Theatre,Revival,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2012
1114,1114,2012,2012-06-14,Harvey,Studio 54,Revival,0,0,0,0,0,0,0,0,0,0,62,32,1,0,1,2012
1115,1115,2012,2012-07-12,Fela!,Al Hirschfeld Theatre,Musical Revival,0,0,0,0,0,0,0,0,0,0,28,4,0,1,1,2012
1116,1116,2012,2012-08-01,Bring It On: The Musical,St. James Theatre,Original,9,0,1,0,0,0,0,0,0,0,171,21,1,0,0,2012
1117,1117,2012,2012-08-02,Mike Tyson: Undisputed Truth,Longacre Theatre,Original,0,0,0,0,0,0,0,0,0,0,10,2,1,0,0,2012
1118,1118,2012,2012-09-10,Chaplin,Ethel Barrymore Theatre,Original,18,2,0,0,0,0,0,0,0,0,135,24,1,0,0,2012
1119,1119,2012,2012-09-27,An Enemy of the People,Samuel J. Friedman Theatre,Revival,0,0,0,0,0,0,0,0,0,0,59,26,1,0,1,2012
1120,1120,2012,2012-10-04,Grace,Cort Theatre,Original,1,0,0,0,0,0,0,0,0,0,108,22,1,0,0,2012
1121,1121,2012,2012-10-09,Lewis Black: Running On Empty,Richard Rodgers Theatre,Original,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,2012
1122,1122,2012,2012-10-11,Cyrano de Bergerac,American Airlines Theatre,Play Drama Revival,1,0,0,0,0,0,0,0,0,0,52,32,1,0,1,2012
1123,1123,2012,2012-10-13,Who's Afraid of Virginia Woolf?,Booth Theatre,Revival,15,9,0,0,0,0,0,0,1,1,142,17,1,0,1,2012
1124,1124,2012,2012-10-19,Frankie Valli and the Four Seasons On Broadway,Broadway Theatre,Original,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,2012
1125,1125,2012,2012-11-01,The Heiress,Walter Kerr Theatre,Play Drama Revival,3,0,0,0,0,0,0,0,0,0,117,27,1,0,1,2012
1126,1126,2012,2012-11-08,Annie,Palace Theatre,Revival,5,0,0,0,1,0,0,0,0,0,487,38,1,0,1,2012
1127,1127,2012,2012-11-09,Elf,Al Hirschfeld Theatre,Revival,0,0,0,0,0,0,0,0,0,0,74,0,1,0,1,2012
1128,1128,2012,2012-11-13,The Mystery of Edwin Drood,Studio 54,Musical Revival,17,1,0,0,1,0,0,0,0,0,136,28,0,1,1,2012
1129,1129,2012,2012-11-14,The Performers,Longacre Theatre,Original,0,0,0,0,0,0,0,0,0,0,6,24,1,0,0,2012
1130,1130,2012,2012-11-15,Scandalous: The Life and Trials of Aimee Semple McPherson,Neil Simon Theatre,Original,2,0,0,0,0,0,0,0,0,0,29,31,1,0,0,2012
1131,1131,2012,2012-11-19,"A Christmas Story, The Musical",Lunt-Fontanne Theatre,Original,11,0,1,0,0,0,0,0,0,0,51,15,1,0,0,2012
1132,1132,2012,2012-11-29,Dead Accounts,Music Box Theatre,Original,0,0,0,0,0,0,0,0,0,0,44,27,1,0,0,2012
1133,1133,2012,2012-12-02,The Anarchist,John Golden Theatre,Original,0,0,0,0,0,0,0,0,0,0,17,23,1,0,0,2012
1134,1134,2012,2012-12-06,Golden Boy,Belasco Theatre,Drama Revival,19,1,0,0,0,0,0,0,1,0,53,30,1,0,1,2012
1135,1135,2012,2012-12-08,Glengarry Glen Ross,Gerald Schoenfeld Theatre,Play Drama Revival,0,0,0,0,0,0,0,0,0,0,45,48,1,0,1,2012
1136,1136,2012,2013-01-10,The Other Place,Samuel J. Friedman Theatre,Play Original,1,0,0,0,0,0,0,0,0,0,61,34,1,0,0,2013
1137,1137,2012,2013-01-13,Picnic,American Airlines Theatre,Play Revival,0,0,0,0,0,0,0,0,0,0,49,36,1,0,1,2013
1138,1138,2012,2013-01-17,Cat on a Hot Tin Roof,Richard Rodgers Theatre,Play Drama Revival,0,0,0,0,0,0,0,0,0,0,84,34,1,0,1,2013
1139,1139,2012,2013-01-29,Manilow on Broadway,St. James Theatre,Original,0,0,0,0,0,0,0,0,0,0,25,2,1,0,0,2013
1140,1140,2012,2013-03-03,Cinderella,Broadway Theatre,Original,26,5,0,0,1,0,0,0,0,0,769,41,1,0,0,2013
1141,1141,2012,2013-03-07,Ann,Vivian Beaumont Theater,Original,3,1,0,0,0,0,0,0,0,0,132,19,1,0,0,2013
1142,1142,2012,2013-03-14,Vanya and Sonia and Masha and Spike,John Golden Theatre,Original,14,7,0,0,0,0,1,1,0,0,189,11,1,0,0,2013
1143,1143,2012,2013-03-20,Breakfast at Tiffany's,Cort Theatre,Original,0,0,0,0,0,0,0,0,0,0,38,17,1,0,0,2013
1144,1144,2012,2013-03-21,Hands on a Hardbody,Brooks Atkinson Theatre,Original,17,2,0,0,0,0,0,0,0,0,28,28,1,0,0,2013
1145,1145,2012,2013-04-01,Lucky Guy,Broadhurst Theatre,Original,11,3,0,0,0,0,1,0,0,0,104,33,1,0,0,2013
1146,1146,2012,2013-04-04,Kinky Boots,Al Hirschfeld Theatre,Musical Original,28,11,1,1,0,0,0,0,0,0,2505,35,0,1,0,2013
1147,1147,2012,2013-04-11,Matilda The Musical,Sam S. Shubert Theatre,Musical Original,30,14,1,0,0,0,0,0,0,0,1554,37,0,1,0,2013
1148,1148,2012,2013-04-14,Motown The Musical,Lunt-Fontanne Theatre,Musical Original,10,3,0,0,0,0,0,0,0,0,738,37,0,1,0,2013
1149,1149,2012,2013-04-15,The Nance,Lyceum Theatre,Original,16,8,0,0,0,0,0,0,0,0,136,28,1,0,0,2013
1150,1150,2012,2013-04-16,The Big Knife,American Airlines Theatre,Play Revival,3,1,0,0,0,0,0,0,0,0,56,29,1,0,1,2013
1151,1151,2012,2013-04-16,The Rascals: Once Upon a Dream,Richard Rodgers Theatre,Original,0,0,0,0,0,0,0,0,0,0,14,1,1,0,0,2013
1152,1152,2012,2013-04-17,The Assembled Parties,Samuel J. Friedman Theatre,Original,9,2,0,0,0,0,1,0,0,0,119,28,1,0,0,2013
1153,1153,2012,2013-04-18,Orphans,Gerald Schoenfeld Theatre,Original,5,2,0,0,0,0,0,0,1,0,37,27,1,0,0,2013
1154,1154,2012,2013-04-18,Jekyll & Hyde,Marquis Theatre,Musical Drama Revival,0,0,0,0,0,0,0,0,0,0,30,15,0,1,1,2013
1155,1155,2012,2013-04-21,Macbeth,Ethel Barrymore Theatre,Revival,2,0,0,0,0,0,0,0,0,0,73,12,1,0,1,2013
1156,1156,2012,2013-04-22,The Testament of Mary,Walter Kerr Theatre,Original,7,1,0,0,0,0,1,0,0,0,16,27,1,0,0,2013
1157,1157,2012,2013-04-23,The Trip to Bountiful,Stephen Sondheim Theatre,Revival,12,3,0,0,0,0,0,0,1,0,187,27,1,0,1,2013
1158,1158,2012,2013-04-24,I'll Eat You Last: A Chat With Sue Mengers,Booth Theatre,Original,3,0,0,0,0,0,0,0,0,0,71,18,1,0,0,2013
1159,1159,2012,2013-04-25,Pippin,Music Box Theatre,Musical Revival,33,18,0,0,1,1,0,0,0,0,709,37,0,1,1,2013
1160,1160,2013,2013-07-14,Forever Tango,Walter Kerr Theatre,Dance Special Revival,0,0,0,0,0,0,0,0,0,0,73,7,1,0,1,2013
1161,1161,2013,2013-07-24,Let It Be,St. James Theatre,Original,0,0,0,0,0,0,0,0,0,0,46,10,1,0,0,2013
1162,1162,2013,2013-08-08,First Date,Longacre Theatre,Original,1,1,0,0,0,0,0,0,0,0,174,34,1,0,0,2013
1163,1163,2013,2013-08-15,Soul Doctor,Circle in the Square Theatre,Original,0,0,0,0,0,0,0,0,0,0,66,32,1,0,0,2013
1164,1164,2013,2013-09-19,Romeo and Juliet,Richard Rodgers Theatre,Play Revival,0,0,0,0,0,0,0,0,0,0,93,27,1,0,1,2013
1165,1165,2013,2013-09-26,The Glass Menagerie,Booth Theatre,Drama Revival,15,8,0,0,0,0,0,0,1,0,173,24,1,0,1,2013
1166,1166,2013,2013-10-06,Big Fish,Neil Simon Theatre,Musical Original,5,0,0,0,0,0,0,0,0,0,98,34,0,1,0,2013
1167,1167,2013,2013-10-10,A Night With Janis Joplin,Lyceum Theatre,Original,2,1,0,0,0,0,0,0,0,0,140,22,1,0,0,2013
1168,1168,2013,2013-10-17,The Winslow Boy,American Airlines Theatre,Revival,3,0,0,0,0,0,0,0,0,0,53,32,1,0,1,2013
1169,1169,2013,2013-10-20,A Time to Kill,John Golden Theatre,Original,0,0,0,0,0,0,0,0,0,0,33,23,1,0,0,2013
1170,1170,2013,2013-10-24,The Snow Geese,Samuel J. Friedman Theatre,Original,0,0,0,0,0,0,0,0,0,0,60,25,1,0,0,2013
1171,1171,2013,2013-10-27,Betrayal,Ethel Barrymore Theatre,Drama Revival,0,0,0,0,0,0,0,0,0,0,83,29,1,0,1,2013
1172,1172,2013,2013-11-03,After Midnight,Brooks Atkinson Theatre,Original,24,8,1,0,0,0,0,0,0,0,273,18,1,0,0,2013
1173,1173,2013,2013-11-04,Bobbi Boland,Cort Theatre,Original,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,2013
1174,1174,2013,2013-11-07,Il Divo – A Musical Affair: The Greatest Songs of Broadway,Marquis Theatre,Original,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,2013
1175,1175,2013,2013-11-10,Twelfth Night,Belasco Theatre,Comedy Revival,18,7,0,0,0,0,0,0,1,0,82,18,1,0,1,2013
1176,1176,2013,2013-11-10,Twelfth Night / Richard III,Belasco Theatre,Revival,0,0,0,0,0,0,0,0,0,0,113,28,1,0,1,2013
1177,1177,2013,2013-11-10,Richard III,Belasco Theatre,Play Revival,2,1,0,0,0,0,0,0,0,0,31,10,1,0,1,2013
1178,1178,2013,2013-11-13,700 Sundays,Imperial Theatre,Revival,0,0,0,0,0,0,0,0,0,0,46,7,1,0,1,2013
1179,1179,2013,2013-11-17,A Gentleman's Guide to Love and Murder,Walter Kerr Theatre,Original,36,17,1,1,0,0,0,0,0,0,905,30,1,0,0,2013
1180,1180,2013,2013-11-21,Macbeth,Vivian Beaumont Theater,Revival,1,0,0,0,0,0,0,0,0,0,60,30,1,0,1,2013
1181,1181,2013,2013-11-24,Waiting for Godot,Cort Theatre,Play Drama Revival,1,0,0,0,0,0,0,0,0,0,77,16,1,0,1,2013
1182,1182,2013,2013-11-24,No Man's Land,Cort Theatre,Play Revival,3,0,0,0,0,0,0,0,0,0,68,15,1,0,1,2013
1183,1183,2013,2013-11-24,No Man's Land / Waiting for Godot,Cort Theatre,Revival,0,0,0,0,0,0,0,0,0,0,145,31,1,0,1,2013
1184,1184,2013,2014-01-12,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,Musical Original,20,5,1,0,0,0,0,0,0,0,2416,60,0,1,0,2014
1185,1185,2013,2014-01-16,Machinal,American Airlines Theatre,Revival,11,2,0,0,0,0,0,0,0,0,52,28,1,0,1,2014
1186,1186,2013,2014-01-23,Outside Mullingar,Samuel J. Friedman Theatre,Original,5,0,0,0,0,0,1,0,0,0,61,22,1,0,0,2014
1187,1187,2013,2014-02-06,Bronx Bombers,Circle in the Square Theatre,Musical Original,0,0,0,0,0,0,0,0,0,0,29,31,0,1,0,2014
1188,1188,2013,2014-02-20,The Bridges of Madison County,Gerald Schoenfeld Theatre,Original,16,5,0,0,0,0,0,0,0,0,100,37,1,0,0,2014
1189,1189,2013,2014-03-06,All The Way,Neil Simon Theatre,Play Original,14,9,0,0,0,0,1,1,0,0,131,27,1,0,0,2014
1190,1190,2013,2014-03-13,Rocky,Winter Garden Theatre,Original,20,4,0,0,0,0,0,0,0,0,180,28,1,0,0,2014
1191,1191,2013,2014-03-20,Aladdin,New Amsterdam Theatre,Musical Original,23,2,1,0,0,0,0,0,0,0,2748,0,0,1,0,2014
1192,1192,2013,2014-03-23,Les Misérables,Imperial Theatre,Musical Revival,9,1,0,0,1,0,0,0,0,0,1024,22,0,1,1,2014
1193,1193,2013,2014-03-24,Mothers and Sons,John Golden Theatre,Musical Original,5,0,0,0,0,0,1,0,0,0,104,33,0,1,0,2014
1194,1194,2013,2014-03-30,If/Then,Richard Rodgers Theatre,Original,5,0,0,0,0,0,0,0,0,0,401,29,1,0,0,2014
1195,1195,2013,2014-04-03,A Raisin in the Sun,Ethel Barrymore Theatre,Drama Revival,11,4,0,0,0,0,0,0,1,1,85,27,1,0,1,2014
1196,1196,2013,2014-04-06,The Realistic Joneses,Lyceum Theatre,Original,3,1,0,0,0,0,0,0,0,0,105,27,1,0,0,2014
1197,1197,2013,2014-04-10,Bullets Over Broadway,St. James Theatre,Original,22,5,0,0,0,0,0,0,0,0,156,33,1,0,0,2014
1198,1198,2013,2014-04-13,Lady Day at Emerson's Bar and Grill,Circle in the Square Theatre,Original,6,4,0,0,0,0,0,0,0,0,173,20,1,0,0,2014
1199,1199,2013,2014-04-16,Of Mice and Men,Longacre Theatre,Drama Revival,6,1,0,0,0,0,0,0,0,0,118,31,1,0,1,2014
1200,1200,2013,2014-04-17,Act One,Vivian Beaumont Theater,Original,10,2,0,0,0,0,1,0,0,0,67,31,1,0,0,2014
1201,1201,2013,2014-04-20,The Cripple of Inishmaan,Cort Theatre,Original,12,1,0,0,0,0,0,0,1,0,105,9,1,0,0,2014
1202,1202,2013,2014-04-20,Violet,American Airlines Theatre,Play Original,12,1,0,0,1,0,0,0,0,0,128,27,1,0,0,2014
1203,1203,2013,2014-04-21,The Velocity of Autumn,Booth Theatre,Original,2,0,0,0,0,0,0,0,0,0,16,22,1,0,0,2014
1204,1204,2013,2014-04-22,Hedwig and the Angry Inch,Belasco Theatre,Musical Original,17,10,0,0,1,1,0,0,0,0,507,22,0,1,0,2014
1205,1205,2013,2014-04-23,Casa Valentina,Samuel J. Friedman Theatre,Original,8,2,0,0,0,0,1,0,0,0,79,24,1,0,0,2014
1206,1206,2013,2014-04-24,Cabaret,Studio 54,Musical Revival,8,0,0,0,0,0,0,0,0,0,388,35,0,1,1,2014
1207,1207,2014,2014-06-19,Holler If Ya Hear Me,Palace Theatre,Original,0,0,0,0,0,0,0,0,0,0,38,17,1,0,0,2014
1208,1208,2014,2014-09-11,This Is Our Youth,Cort Theatre,Original,2,0,0,0,0,0,0,0,1,0,133,26,1,0,0,2014
1209,1209,2014,2014-09-18,Love Letters,Brooks Atkinson Theatre,Revival,0,0,0,0,0,0,0,0,0,0,95,6,1,0,1,2014
1210,1210,2014,2014-09-28,You Can't Take It With You,Longacre Theatre,Revival,13,5,0,0,0,0,0,0,1,0,169,39,1,0,1,2014
1211,1211,2014,2014-10-02,The Country House,Samuel J. Friedman Theatre,Original,0,0,0,0,0,0,0,0,0,0,61,26,1,0,0,2014
1212,1212,2014,2014-10-05,The Curious Incident of the Dog in the Night-Time,Ethel Barrymore Theatre,Play Original,23,18,0,0,0,0,1,1,0,0,799,23,1,0,0,2014
1213,1213,2014,2014-10-09,It's Only a Play,Gerald Schoenfeld Theatre,Original,4,1,0,0,0,0,0,0,0,0,274,48,1,0,0,2014
1214,1214,2014,2014-10-16,On the Town,Lyric Theatre,Musical Revival,18,3,0,0,1,0,0,0,0,0,368,28,0,1,1,2014
1215,1215,2014,2014-10-23,Disgraced,Lyceum Theatre,Original,2,1,0,0,0,0,1,0,0,0,149,27,1,0,0,2014
1216,1216,2014,2014-10-26,The Last Ship,Neil Simon Theatre,Musical Original,11,1,0,0,0,0,0,0,0,0,105,29,0,1,0,2014
1217,1217,2014,2014-10-30,The Real Thing,American Airlines Theatre,Drama Revival,0,0,0,0,0,0,0,0,0,0,76,32,1,0,1,2014
1218,1218,2014,2014-11-16,The River,Circle in the Square Theatre,Original,1,0,0,0,0,0,0,0,0,0,97,18,1,0,0,2014
1219,1219,2014,2014-11-17,"Everybody, Rise! A Celebration of Elaine Stritch",Al Hirschfeld Theatre,Original,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2014
1220,1220,2014,2014-11-17,Side Show,St. James Theatre,Revival,8,0,0,0,0,0,0,0,0,0,56,21,1,0,1,2014
1221,1221,2014,2014-11-20,A Delicate Balance,John Golden Theatre,Play Drama Revival,0,0,0,0,0,0,0,0,0,0,108,36,1,0,1,2014
1222,1222,2014,2014-12-04,The Illusionists - Witness the Impossible,Marquis Theatre,Original,0,0,0,0,0,0,0,0,0,0,45,9,1,0,0,2014
